Fold1Actual Label,Fold1Pred Label,Fold2Actual Label,Fold2Pred Label,Fold3Actual Label,Fold3Pred Label,Fold4Actual Label,Fold4Pred Label,Fold5Actual Label,Fold5Pred Label,Fold6Actual Label,Fold6Pred Label,Fold7Actual Label,Fold7Pred Label,Fold8Actual Label,Fold8Pred Label,Fold9Actual Label,Fold9Pred Label,Fold10Actual Label,Fold10Pred Label
0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
